food_id,food_name_th,category,category_th,recommended_element,recommended_element_th,taste_profile,recommendation_status,reason_th,source_document_primary,source_page_primary,source_document_secondary,source_page_secondary,principle_source,principle_page,data_note
F045,น้ำส้ม,drink,เครื่องดื่ม,earth,ธาตุดิน,ฝาด|หวาน|มัน|เค็ม,recommended,"เอกสารจัดเป็นตัวอย่างเครื่องดื่มสำหรับผู้ที่มีแนวโน้มธาตุดิน ซึ่งควรเน้นรส ฝาด, หวาน, มัน, เค็ม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,7,ธาตุเจ้าเรือน1(1).pdf,3-4,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F046,น้ำฝรั่ง,drink,เครื่องดื่ม,earth,ธาตุดิน,ฝาด|หวาน|มัน|เค็ม,recommended,"เอกสารจัดเป็นตัวอย่างเครื่องดื่มสำหรับผู้ที่มีแนวโน้มธาตุดิน ซึ่งควรเน้นรส ฝาด, หวาน, มัน, เค็ม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,7,ธาตุเจ้าเรือน1(1).pdf,3-4,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F047,น้ำลูกเดือย,drink,เครื่องดื่ม,earth,ธาตุดิน,ฝาด|หวาน|มัน|เค็ม,recommended,"เอกสารจัดเป็นตัวอย่างเครื่องดื่มสำหรับผู้ที่มีแนวโน้มธาตุดิน ซึ่งควรเน้นรส ฝาด, หวาน, มัน, เค็ม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,7,ธาตุเจ้าเรือน1(1).pdf,3-4,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F048,น้ำข้าวโพด,drink,เครื่องดื่ม,earth,ธาตุดิน,ฝาด|หวาน|มัน|เค็ม,recommended,"เอกสารจัดเป็นตัวอย่างเครื่องดื่มสำหรับผู้ที่มีแนวโน้มธาตุดิน ซึ่งควรเน้นรส ฝาด, หวาน, มัน, เค็ม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,7,ธาตุเจ้าเรือน1(1).pdf,3-4,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F049,น้ำแห้ว,drink,เครื่องดื่ม,earth,ธาตุดิน,ฝาด|หวาน|มัน|เค็ม,recommended,"เอกสารจัดเป็นตัวอย่างเครื่องดื่มสำหรับผู้ที่มีแนวโน้มธาตุดิน ซึ่งควรเน้นรส ฝาด, หวาน, มัน, เค็ม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,7,ธาตุเจ้าเรือน1(1).pdf,3-4,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F050,น้ำฟักทอง,drink,เครื่องดื่ม,earth,ธาตุดิน,ฝาด|หวาน|มัน|เค็ม,recommended,"เอกสารจัดเป็นตัวอย่างเครื่องดื่มสำหรับผู้ที่มีแนวโน้มธาตุดิน ซึ่งควรเน้นรส ฝาด, หวาน, มัน, เค็ม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,7,ธาตุเจ้าเรือน1(1).pdf,3-4,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F051,อาหารย่อยยากและดูดซึมยาก,avoid_rule,ข้อควรหลีกเลี่ยง,earth,ธาตุดิน,ฝาด|หวาน|มัน|เค็ม,avoid,ควรหลีกเลี่ยงตามเอกสาร เช่น ของทอด,ธาตุเจ้าเรือน1(1).pdf,3-4,,,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,เป็นข้อควรระวัง/หลีกเลี่ยงระดับกลุ่มอาหาร ไม่ใช่เมนูแนะนำ
F052,ของทอด,avoid_rule,ข้อควรหลีกเลี่ยง,earth,ธาตุดิน,ฝาด|หวาน|มัน|เค็ม,avoid,ตัวอย่างอาหารที่เอกสารระบุว่าควรหลีกเลี่ยง,ธาตุเจ้าเรือน1(1).pdf,3-4,,,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,เป็นข้อควรระวัง/หลีกเลี่ยงระดับกลุ่มอาหาร ไม่ใช่เมนูแนะนำ
F053,ขี้เหล็ก,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F054,แคบ้าน,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F055,ชะมวง,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F056,ผักติ้ว,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F057,ยอดมะกอก,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F058,ยอดมะขาม,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F059,มะอึก,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F060,มะเขือเครือ,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F061,สะเดาบ้าน,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F062,มะระขี้นก,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F063,มะระจีน,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F064,มะแว้ง,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F065,ใบยอ,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F066,มะนาว,fruit,ผลไม้,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผลไม้สำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F067,ส้ม,fruit,ผลไม้,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผลไม้สำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F068,สับปะรด,fruit,ผลไม้,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผลไม้สำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F069,มะเขือเทศ,fruit,ผลไม้,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผลไม้สำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F070,มะยม,fruit,ผลไม้,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผลไม้สำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F071,มะกอก,fruit,ผลไม้,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผลไม้สำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F072,มะดัน,fruit,ผลไม้,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผลไม้สำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F073,กระท้อน,fruit,ผลไม้,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างผลไม้สำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F074,แกงขี้เหล็กปลาย่าง,menu,เมนูอาหาร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F075,แกงส้มดอกแค,menu,เมนูอาหาร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F076,แกงอ่อม,menu,เมนูอาหาร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F077,ผัดมะระใส่ไข่,menu,เมนูอาหาร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F078,ห่อหมกใบยอ,menu,เมนูอาหาร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F079,แกงป่าสะเดาใส่ปลาหมอ,menu,เมนูอาหาร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F080,แกงป่าสะเดาปิ้ง,menu,เมนูอาหาร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F081,ต้มโคล้งยอดมะขาม,menu,เมนูอาหาร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F082,ใบยอผัดน้ำมันหอยใส่หมูบด,menu,เมนูอาหาร,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F083,มะยมเชื่อม,snack,อาหารว่าง,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างอาหารว่างสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
